,Sprint_runner,Exchange_runner,Result_runner,Arm_Strength_runner,Result_catcher,Exchange_catcher,Arm_Strength_catcher,Sprint_catcher,Result
29,28.26,0.712,0.9,80.05999999999999,0.7,0.7300000000000001,80.29999999999998,28.15555555555556,1
30,28.0,0.68,1.0,78.5,0.6,0.75,84.39999999999999,28.03333333333333,1
31,26.349999999999994,0.727,0.7,83.19999999999999,0.6,0.75,84.39999999999999,28.03333333333333,0
32,27.699999999999996,0.7120000000000001,1.0,88.19999999999999,1.0,0.7999999999999999,81.70000000000002,28.700000000000003,1
33,27.4,0.74,0.7,81.03333333333333,0.7,0.75,,28.099999999999998,1
34,29.0,0.7166666666666667,1.0,80.33333333333334,0.7,0.67,76.5,27.35,1
35,28.5,0.754,1.0,82.83000000000001,0.7,0.71,81.70000000000002,27.62857142857143,1
36,28.5,0.754,1.0,82.83000000000001,0.7,0.71,81.70000000000002,27.62857142857143,0
37,27.300000000000004,0.722857142857143,1.0,83.77142857142857,0.7,0.75,82.0,27.43,1
38,27.300000000000004,0.722857142857143,1.0,83.77142857142857,0.7,0.75,82.0,27.43,1
39,28.4,0.71,0.7,76.0,0.8,0.71,86.20000000000002,27.64285714285714,1
40,27.0,0.7539999999999999,0.7,85.10999999999999,0.8,0.7400000000000001,78.5,28.366666666666664,1
41,29.9,0.73,0.7,81.3,0.8,0.7400000000000001,84.89999999999999,26.629999999999995,1
42,27.259999999999998,0.742,0.6,79.84,0.8,0.7800000000000001,89.0,27.940000000000005,1
43,27.300000000000004,0.7650000000000001,1.0,82.25,0.8,0.7400000000000001,78.5,28.5375,1
44,27.199999999999996,0.7360000000000001,0.9,82.04999999999998,0.8,0.7400000000000001,78.5,28.5375,1
45,25.179999999999996,0.7733333333333334,0.7,82.06666666666665,0.5,0.71,77.39999999999999,28.116666666666664,1
46,28.6,0.73,1.0,81.72,0.8,0.75,83.39999999999999,28.22222222222222,1
47,28.4,0.756,0.9,80.50999999999999,0.8,0.75,83.39999999999999,28.22222222222222,1
48,28.4,0.756,0.9,80.50999999999999,0.8,0.75,83.39999999999999,28.22222222222222,1
49,28.5,0.759,1.0,82.10999999999999,0.6,0.71,81.70000000000002,27.55,1
50,29.4,0.7380000000000001,1.0,79.97999999999999,0.7,0.7599999999999999,75.89999999999999,28.15,1
51,27.800000000000004,0.7079999999999999,0.7,80.51000000000002,0.8,0.7800000000000001,81.20000000000002,28.3375,1
52,29.1,0.7790000000000001,0.7,76.50999999999999,0.8,0.7800000000000001,89.0,28.15,1
53,26.51,0.6866666666666668,0.6,79.63333333333334,0.8,0.7800000000000001,89.0,28.15,1
54,28.699999999999996,0.7670000000000001,1.0,81.65,0.9,0.7199999999999999,82.20000000000002,27.677777777777777,1
55,27.649999999999995,0.7166666666666666,1.0,80.5,0.8,0.79,82.39999999999999,27.619999999999997,0
56,26.9,0.7210000000000001,1.0,79.00999999999999,0.8,0.7300000000000001,85.20000000000002,27.52,1
57,27.740000000000002,0.7424999999999999,1.0,79.675,0.7,0.7300000000000001,82.10000000000001,27.633333333333333,1
58,28.6,0.7259999999999998,0.9,81.80000000000001,0.9,0.8699999999999999,81.70000000000002,27.8375,1
59,28.4,0.7029999999999998,0.7,79.48000000000002,0.9,0.8699999999999999,81.70000000000002,27.8375,1
60,28.4,0.7029999999999998,0.7,79.48000000000002,0.9,0.8699999999999999,81.70000000000002,27.8375,1
61,26.800000000000004,0.6814285714285715,0.6,85.68571428571428,0.8,0.6899999999999998,78.79999999999998,28.211111111111112,1
62,25.199999999999996,0.7030000000000001,0.6,91.64999999999998,0.8,0.75,82.0,27.630000000000003,0
63,29.4,0.7620000000000001,1.0,82.26000000000002,0.5,0.6899999999999998,80.70000000000002,27.625,1
64,27.800000000000004,0.7260000000000002,1.0,80.75000000000003,1.0,0.7999999999999999,81.70000000000002,28.550000000000004,1
65,26.48,0.7300000000000001,0.9,79.91428571428571,0.5,0.6899999999999998,80.70000000000002,27.625,1
66,27.300000000000004,0.7385714285714287,0.9,77.61428571428571,0.6,0.7400000000000001,84.89999999999999,26.830000000000002,1
67,28.5,0.779,0.9,79.14000000000001,0.6,0.7400000000000001,84.89999999999999,26.830000000000002,1
68,29.1,0.748,0.7,82.75000000000003,0.9,0.62,79.60000000000001,28.150000000000002,1
69,29.800000000000004,0.6900000000000001,1.0,75.75,0.6,0.62,77.10000000000001,27.75,1
70,28.300000000000004,0.7025,0.9,77.325,0.6,0.62,77.10000000000001,27.75,1
71,29.800000000000004,0.6900000000000001,1.0,75.75,0.6,0.62,77.10000000000001,27.75,1
72,27.32,0.715,0.6,81.94999999999999,0.6,0.62,77.10000000000001,27.75,0
73,27.199999999999996,0.6899999999999998,1.0,77.60000000000001,0.8,0.75,79.72,27.580000000000002,0
74,25.96,0.7314285714285714,1.0,79.15714285714286,0.7,0.7300000000000001,82.10000000000001,27.766666666666666,1
75,27.9,0.7319999999999999,1.0,81.24000000000001,0.8,0.738,83.23999999999998,28.325,1
76,29.9,0.718,0.7,79.47999999999999,0.8,0.738,83.23999999999998,28.325,1
77,28.6,0.738,0.6,77.64,0.9,0.7400000000000001,78.5,28.288888888888884,0
78,28.079999999999995,0.77,0.4,81.9,0.8,0.7800000000000001,81.20000000000002,27.9875,1
79,26.940000000000005,0.7175,0.7,77.5,0.8,0.7800000000000001,81.20000000000002,27.9875,1
80,29.5,0.7199999999999999,0.3,81.5,0.8,0.7800000000000001,81.20000000000002,27.9875,1
81,28.540000000000003,0.75,0.3,82.03333333333333,0.6,0.7000000000000001,78.5,27.125000000000004,0
82,27.699999999999996,0.71,0.4,76.0,0.6,0.7800000000000001,84.60000000000001,27.483333333333334,1
83,28.0,0.7240000000000001,1.0,79.17000000000002,0.7,0.7400000000000001,84.89999999999999,26.74,0
84,28.4,0.722857142857143,1.0,81.24285714285713,0.8,0.7300000000000001,85.20000000000002,27.649999999999995,1
85,26.78000000000001,0.7314285714285714,0.6,78.85714285714286,0.7,0.7300000000000001,82.10000000000001,27.88888888888889,1
86,27.4,0.745,0.7,80.65,0.9,0.7000000000000001,82.10000000000001,27.871428571428574,1
87,26.119999999999997,0.7442857142857143,0.7,79.58571428571429,0.9,0.7000000000000001,82.10000000000001,27.871428571428574,1
88,29.199999999999996,0.73,0.3,81.8,0.9,0.7400000000000001,78.5,28.27142857142857,1
89,29.199999999999996,0.73,0.3,81.8,0.9,0.7400000000000001,78.5,28.27142857142857,0
90,26.5,0.7199999999999999,0.7,78.47142857142856,0.9,0.7400000000000001,78.5,28.27142857142857,0
91,27.75,0.725,0.6,83.27499999999999,0.5,0.7300000000000001,79.0,27.62222222222222,1
92,27.75,0.725,0.6,83.27499999999999,0.5,0.7300000000000001,79.0,27.62222222222222,1
93,28.800000000000004,0.7274999999999999,1.0,80.325,0.9,0.7400000000000001,78.5,28.27142857142857,1
94,26.800000000000004,0.75,1.0,80.67142857142856,0.7,0.718,81.56000000000002,28.185714285714287,0
95,27.360000000000003,0.7450000000000001,0.7,81.89999999999999,0.9,0.8699999999999999,81.70000000000002,27.957142857142856,1
96,28.5,0.7160000000000002,0.4,87.77,0.7,0.6899999999999998,78.79999999999998,28.144444444444446,1
97,27.199999999999996,0.721,0.7,84.35999999999999,0.8,0.75,82.0,27.7,1
98,27.1,0.736,0.6,85.55999999999997,0.8,0.738,80.74,27.333333333333332,0
99,27.9,0.7350000000000001,0.7,76.59,0.8,0.752,78.53,27.76,1
100,28.080000000000002,0.79,0.4,87.67500000000001,0.8,0.752,78.53,27.76,1
101,27.639999999999997,0.7533333333333334,0.4,81.1,0.8,0.7800000000000001,81.20000000000002,27.950000000000003,0
102,30.6,0.7459999999999999,1.0,80.53,0.8,0.7199999999999999,82.20000000000002,27.412499999999998,1
103,30.0,0.7357142857142858,1.0,78.5,0.8,0.7699999999999999,81.10000000000001,27.937500000000004,1
104,27.0,0.7700000000000001,0.7,80.85000000000001,0.8,0.7199999999999999,82.20000000000002,27.412499999999998,1
105,30.6,0.7459999999999999,1.0,80.53,0.9,0.71,87.39999999999999,27.450000000000003,1
106,27.0,0.7700000000000001,0.7,80.85000000000001,0.9,0.71,87.39999999999999,27.450000000000003,1
107,28.4,0.7109999999999997,0.7,80.05000000000001,0.6,0.7000000000000001,83.20000000000002,27.942857142857143,1
108,28.5,0.7310000000000001,1.0,77.44000000000001,1.0,0.7699999999999999,73.60000000000001,27.849999999999998,1
109,26.6,0.7069999999999999,0.7,79.52000000000001,1.0,0.7699999999999999,73.60000000000001,27.849999999999998,1
110,26.6,0.7069999999999999,0.7,79.52000000000001,1.0,0.7699999999999999,73.60000000000001,27.849999999999998,1
111,28.8,0.7299999999999999,0.7,81.56666666666666,0.8,0.67,79.29999999999998,27.27,0
112,27.9,0.75,1.0,78.44999999999999,1.0,0.7400000000000001,78.5,28.51,1
113,27.9,0.75,1.0,78.44999999999999,1.0,0.7400000000000001,78.5,28.51,0
114,28.699999999999996,0.768,0.9,82.75000000000001,1.0,0.7400000000000001,78.5,28.51,1
115,29.199999999999996,0.7719999999999999,1.0,79.0,1.0,0.7400000000000001,78.5,28.51,1
116,27.800000000000004,0.7099999999999997,1.0,80.29,0.8,0.7300000000000001,80.29999999999998,28.37777777777778,0
117,26.21,0.7577777777777778,0.8,83.26666666666667,0.6,0.7299999999999998,82.14000000000001,27.649999999999995,1
118,26.21,0.7577777777777778,0.8,83.26666666666667,0.6,0.7299999999999998,82.14000000000001,27.649999999999995,1
119,27.300000000000004,0.752,0.6,76.98,1.0,0.7699999999999999,81.10000000000001,28.07777777777778,0
120,30.6,0.7420000000000002,1.0,78.80999999999999,0.6,0.7299999999999998,82.14000000000001,27.649999999999995,1
121,29.0,0.7300000000000001,1.0,80.85714285714286,0.8,0.7400000000000001,78.5,27.9125,1
122,29.699999999999996,0.715,1.0,80.14999999999999,0.8,0.7400000000000001,78.5,27.9125,1
123,26.98,0.7650000000000001,0.5,77.77499999999999,0.6,0.6899999999999998,80.29999999999998,27.68,0
124,26.790000000000003,0.7242857142857143,0.9,78.15,0.6,0.747,83.00000000000001,28.625,1
125,26.790000000000003,0.7242857142857143,0.9,78.15,0.6,0.747,83.00000000000001,28.625,1
126,29.49,0.7619999999999999,0.7,79.87,0.6,0.747,83.00000000000001,28.625,1
127,30.0,0.7400000000000001,1.0,77.0,0.6,0.75,81.39999999999999,27.775,1
128,28.4,0.743,1.0,82.77000000000001,0.7,0.71,78.5,27.7875,1
129,28.4,0.743,1.0,82.77000000000001,0.7,0.71,78.5,27.7875,0
130,27.46,0.705,0.7,85.125,0.8,0.67,76.5,27.580000000000002,0
131,28.28,0.7100000000000001,0.3,80.10000000000001,0.7,0.75,81.0,27.599999999999998,1
132,26.0,0.71,1.0,81.5,0.8,0.67,76.5,27.580000000000002,1
133,27.0,0.7540000000000001,0.9,79.05000000000001,0.9,0.7800000000000001,89.0,28.355555555555558,0
134,27.800000000000004,0.7319999999999999,1.0,82.1,0.9,0.62,79.60000000000001,28.255555555555556,1
135,25.07,0.756,1.0,80.05000000000001,0.8,0.7260000000000002,80.23999999999998,28.866666666666667,1
136,25.199999999999996,0.7140000000000001,0.7,87.68999999999998,0.8,0.7400000000000001,84.89999999999999,27.080000000000002,0
137,29.0,0.7642857142857142,1.0,81.8,0.8,0.7400000000000001,78.5,27.92222222222222,1
138,29.699999999999996,0.73,1.0,81.8,0.8,0.7400000000000001,78.5,27.92222222222222,1
139,28.4,0.68,0.7,72.6,0.5,0.7300000000000001,79.0,27.555555555555557,1
140,28.300000000000004,0.6842857142857143,0.7,76.8142857142857,0.9,0.7000000000000001,76.0,28.322222222222223,1
141,26.870000000000005,0.7728571428571429,0.7,80.42857142857143,0.6,0.7409999999999999,84.03999999999999,27.633333333333336,1
142,27.300000000000004,0.7650000000000001,0.7,83.61999999999999,0.9,0.79,82.39999999999999,27.590000000000003,0
143,28.699999999999996,0.7270000000000001,0.7,83.32999999999998,0.8,0.7699999999999999,76.0,27.6125,1
144,29.01,0.781,1.0,77.11,0.9,0.7599999999999999,75.89999999999999,28.43,0
145,26.699999999999996,0.7157142857142859,0.6,79.2,0.9,0.7599999999999999,75.89999999999999,28.43,0
146,27.240000000000002,0.7190000000000001,0.4,81.15,0.9,0.62,79.60000000000001,28.011111111111113,1
147,28.6,0.757,1.0,77.65,0.9,0.62,79.60000000000001,28.011111111111113,1
148,28.800000000000004,0.8357142857142857,0.7,79.7,0.4,0.7199999999999999,79.89999999999999,27.724999999999998,0
149,28.800000000000004,0.8357142857142857,0.7,79.7,0.4,0.7199999999999999,79.89999999999999,27.724999999999998,1
150,25.119999999999997,0.7549999999999999,0.7,82.19999999999999,0.8,0.79,80.29999999999998,28.5,1
151,28.169999999999995,0.72,0.9,80.19999999999999,0.8,0.7599999999999999,84.10000000000001,28.666666666666668,1
152,28.4,0.7459999999999999,1.0,82.11,0.8,0.7599999999999999,84.10000000000001,28.666666666666668,1
153,27.4,0.6950000000000001,0.7,79.95,0.7,0.75,81.0,27.71111111111111,1
154,25.179999999999996,0.742,0.7,79.27999999999999,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
155,27.199999999999996,0.7300000000000001,0.7,80.88000000000001,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
156,27.699999999999996,0.7510000000000001,1.0,80.22999999999999,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
157,27.699999999999996,0.7510000000000001,1.0,80.22999999999999,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
158,26.22,0.745,1.0,80.8,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
159,25.179999999999996,0.742,0.7,79.27999999999999,0.7,0.7400000000000001,84.89999999999999,28.119999999999997,1
160,25.800000000000004,0.7185714285714285,0.7,80.98571428571428,0.8,0.7000000000000001,78.5,27.3,0
161,27.800000000000004,0.716,1.0,80.02000000000001,0.9,0.726,83.07999999999998,28.557142857142857,1
162,28.1,0.77,0.7,80.85000000000001,0.9,0.726,83.07999999999998,28.557142857142857,0
163,26.76,0.7070000000000001,0.7,81.0,0.6,0.7019999999999997,80.49000000000001,28.0,0
164,28.6,0.7430000000000001,1.0,78.15,1.0,0.7699999999999999,81.10000000000001,28.044444444444448,1
165,28.5,0.7250000000000001,1.0,76.3,0.9,0.62,79.60000000000001,27.759999999999998,1
166,28.5,0.7250000000000001,1.0,76.3,0.9,0.62,79.60000000000001,27.759999999999998,1
167,28.300000000000004,0.7166666666666668,0.7,80.59999999999998,0.9,0.7800000000000001,89.0,28.400000000000002,1
168,28.300000000000004,0.7139999999999999,1.0,80.13999999999999,0.5,0.7349999999999999,82.11000000000001,27.639999999999997,1
169,27.229999999999997,0.6989999999999998,1.0,77.54285714285716,0.6,0.6899999999999998,,28.75,1
170,27.9,0.744,0.9,81.47,0.8,0.7220000000000001,80.17999999999998,29.000000000000004,1
171,28.5,0.71,1.0,77.8,0.8,0.7599999999999999,75.89999999999999,28.24,1
172,27.199999999999996,0.7300000000000001,0.9,81.12999999999998,0.6,0.7059999999999998,80.42000000000002,28.099999999999998,0
173,27.830000000000005,0.7233333333333333,1.0,77.86666666666665,0.8,0.7400000000000001,78.5,27.977777777777774,1
174,28.199999999999996,0.72,1.0,79.41,0.7,0.7199999999999999,76.70000000000002,27.45,0
175,28.189999999999998,0.725,0.4,81.5,0.8,0.74,79.5,28.400000000000002,0
176,27.4,0.68,1.0,81.3,0.8,0.74,79.5,28.400000000000002,0
177,28.6,0.7433333333333334,0.7,80.43333333333334,0.7,0.702,82.76,28.733333333333334,1
178,28.6,0.7433333333333334,0.7,80.43333333333334,0.7,0.702,82.76,28.733333333333334,1
179,28.4,0.7609999999999999,1.0,81.83999999999999,0.7,0.702,82.76,28.733333333333334,1
180,30.0,0.7430000000000001,1.0,78.3,1.0,0.7400000000000001,78.5,28.21,1
181,28.130000000000003,0.7129999999999999,1.0,81.00999999999999,0.8,0.7800000000000001,89.0,28.37777777777778,1
182,27.800000000000004,0.7759999999999998,1.0,81.47999999999999,0.7,0.6899999999999998,78.79999999999998,27.959999999999997,1
183,28.9,0.74,0.4,80.12857142857142,0.8,0.71,78.5,27.6125,0
184,27.199999999999996,0.7180000000000001,0.4,79.16,0.8,0.7310000000000002,81.68,27.669999999999998,1
185,27.199999999999996,0.7180000000000001,0.4,79.16,0.8,0.7310000000000002,81.68,27.669999999999998,1
186,27.199999999999996,0.7180000000000001,0.4,79.16,0.8,0.7310000000000002,81.68,27.669999999999998,1
187,27.699999999999996,0.6999999999999998,1.0,78.9,0.8,0.7240000000000002,84.95000000000002,27.570000000000004,1
188,27.52,0.7199999999999999,1.0,79.36666666666666,0.9,0.62,79.60000000000001,27.799999999999997,1
189,27.800000000000004,0.704,1.0,80.47,0.8,0.75,79.84,27.839999999999996,1
190,27.459999999999997,0.7471428571428572,0.7,80.94285714285715,0.3,0.7199999999999999,79.89999999999999,27.9875,0
191,28.080000000000002,0.701,0.7,82.00999999999999,0.3,0.7199999999999999,79.89999999999999,27.9875,1
192,28.6,0.7185714285714285,0.7,80.12857142857142,0.9,0.8699999999999999,81.70000000000002,27.866666666666664,1
193,29.199999999999996,0.7509999999999999,1.0,79.75,0.9,0.7699999999999999,81.10000000000001,28.209999999999997,1
194,27.1,0.7357142857142858,0.3,75.75714285714287,0.9,0.7699999999999999,81.10000000000001,28.209999999999997,1
195,28.6,0.7050000000000001,0.5,78.08999999999999,0.9,0.7699999999999999,81.10000000000001,28.209999999999997,1
196,28.0,0.7149999999999999,1.0,76.80000000000001,0.6,0.7300000000000001,79.0,27.425,0
197,26.5,0.7385714285714284,0.9,79.28571428571429,1.0,0.7000000000000001,76.0,28.58888888888889,0
198,28.5,0.7270000000000001,0.4,87.16,0.9,0.7999999999999999,81.70000000000002,28.32,1
199,29.46,0.753,1.0,80.74000000000001,0.9,0.71,78.5,27.375,0
200,28.0,0.74,0.7,83.28000000000002,0.9,0.7800000000000001,81.20000000000002,27.866666666666667,0
201,27.4,0.78,0.3,80.45,0.9,0.7000000000000001,78.5,27.471428571428568,1
202,28.0,0.74,0.7,83.28000000000002,0.6,0.747,83.00000000000001,28.625,0
203,28.32,0.7220000000000001,1.0,82.37,0.9,0.7000000000000001,78.5,27.471428571428568,0
204,27.77,0.7180000000000001,0.4,81.26,0.9,0.7000000000000001,78.5,27.471428571428568,0
205,27.440000000000005,0.731,0.7,80.40999999999998,0.7,0.7300000000000001,79.0,27.3125,0
206,27.48,0.712857142857143,1.0,80.7,0.7,0.7369999999999999,84.09,27.916666666666668,0
207,28.6,0.7266666666666668,0.9,81.23333333333332,0.8,0.735,79.5,28.46666666666667,1
208,26.199999999999996,0.7066666666666666,0.7,83.66666666666666,0.9,0.8699999999999999,81.70000000000002,28.03333333333333,1
209,28.6,0.7071428571428571,1.0,78.74285714285713,0.6,0.747,83.00000000000001,28.625,0
210,28.4,0.7133333333333333,1.0,83.03333333333333,0.8,0.734,80.32000000000001,27.333333333333332,1
211,25.459999999999997,0.715,0.4,80.05,0.8,0.6779999999999999,82.58000000000001,27.425,0
212,26.300000000000004,0.7085714285714285,0.7,82.04285714285713,0.9,0.7699999999999999,81.10000000000001,28.629999999999995,1
213,27.96,0.7414285714285713,1.0,78.05714285714286,0.9,0.7999999999999999,81.70000000000002,28.520000000000003,1
214,28.6,0.7399999999999999,1.0,82.4,0.8,0.7400000000000001,78.5,27.899999999999995,1
215,28.1,0.725,0.7,80.85000000000001,0.8,0.8280000000000001,78.89999999999999,28.200000000000003,1
216,27.199999999999996,0.68,1.0,79.19999999999999,0.8,0.7300000000000001,82.10000000000001,28.122222222222224,0
217,27.199999999999996,0.7090000000000001,0.7,80.3,0.9,0.67,76.5,27.5,0
218,28.4,0.7379999999999999,1.0,81.21,0.9,0.7800000000000001,81.20000000000002,27.622222222222224,1
219,27.390000000000004,0.791,0.0,80.42999999999999,0.7,0.722,81.49000000000001,28.1,1
220,27.060000000000002,0.732,0.9,85.42,0.7,0.79,82.39999999999999,27.97,1
221,28.6,0.7009999999999998,0.7,79.35,0.9,0.7599999999999999,75.89999999999999,28.01,0
222,27.689999999999998,0.746,0.9,80.53999999999999,0.7,0.79,82.39999999999999,27.97,1
223,27.689999999999998,0.746,0.9,80.53999999999999,0.7,0.79,82.39999999999999,27.97,1
224,27.24,0.73,0.3,80.75,0.7,0.79,82.39999999999999,27.97,1
225,28.459999999999997,0.7366666666666668,1.0,80.96666666666667,0.7,0.79,82.39999999999999,27.97,1
226,27.9,0.7629999999999999,0.9,81.58,0.9,0.7599999999999999,75.89999999999999,28.01,1
227,27.24,0.73,0.3,80.75,0.7,0.79,82.39999999999999,27.97,1
228,27.300000000000004,0.7360000000000001,0.4,78.46,1.0,0.7400000000000001,78.5,28.333333333333336,1
229,27.300000000000004,0.7360000000000001,0.4,78.46,1.0,0.7400000000000001,78.5,28.333333333333336,1
230,28.0,0.7057142857142856,0.7,82.12857142857145,1.0,0.7400000000000001,78.5,28.333333333333336,1
231,29.4,0.7750000000000001,1.0,85.45000000000002,0.8,0.62,79.60000000000001,27.51111111111111,1
232,28.380000000000003,0.73,0.6,80.00000000000001,0.8,0.62,79.60000000000001,27.51111111111111,1
233,27.93,0.7100000000000001,1.0,82.2,1.0,0.7699999999999999,73.60000000000001,27.849999999999998,1
234,28.0,,0.7,,0.7,0.71,86.20000000000002,27.3,0
235,28.4,0.79,1.0,73.8,0.8,0.71,73.10000000000001,28.333333333333336,1
236,28.300000000000004,0.691,0.7,76.85999999999999,0.5,0.6899999999999998,80.29999999999998,27.560000000000002,1
237,27.619999999999997,0.7299999999999999,0.7,87.55,0.5,0.6899999999999998,80.29999999999998,27.560000000000002,1
238,28.0,0.752,1.0,83.32,0.7,0.7010000000000001,83.05000000000001,27.900000000000002,0
239,28.18,0.735,0.3,79.14999999999999,0.6,0.75,84.39999999999999,27.5,1
240,28.18,0.735,0.3,79.14999999999999,0.6,0.75,84.39999999999999,27.5,0
241,28.4,0.7139999999999999,1.0,79.07,0.8,0.7800000000000001,81.20000000000002,27.05,1
242,28.4,0.7139999999999999,1.0,79.07,0.8,0.7800000000000001,81.20000000000002,27.05,1
243,27.4,0.7700000000000001,1.0,83.2,0.6,0.6899999999999998,78.79999999999998,28.130000000000003,1
244,27.9,0.7749999999999999,0.7,81.88000000000001,0.6,0.6899999999999998,78.79999999999998,28.130000000000003,1
245,27.4,0.7700000000000001,1.0,83.2,0.6,0.6899999999999998,78.79999999999998,28.130000000000003,1
246,25.119999999999997,0.7366666666666666,1.0,77.30000000000001,0.8,0.79,82.39999999999999,28.21,0
247,27.82,0.7157142857142856,0.3,81.64285714285714,0.9,0.7400000000000001,78.5,28.25555555555556,1
248,30.6,0.7459999999999999,1.0,78.13000000000001,0.8,0.7999999999999999,81.70000000000002,28.01,1
249,27.0,0.7679999999999998,0.7,78.47,0.8,0.7999999999999999,81.70000000000002,28.01,1
250,30.6,0.7459999999999999,1.0,78.13000000000001,0.8,0.7999999999999999,81.70000000000002,28.01,1
251,28.32,0.7385714285714285,0.4,80.71428571428571,0.8,0.62,79.60000000000001,27.51111111111111,1
252,27.800000000000004,0.7859999999999999,1.0,80.81000000000002,0.4,0.7399999999999999,82.08000000000001,27.416666666666668,1
253,28.5,0.7420000000000001,0.6,83.58999999999997,0.8,0.7400000000000001,84.89999999999999,28.040000000000003,0
254,28.6,0.6780000000000002,0.9,80.48000000000002,1.0,0.753,82.09,27.825000000000003,0
255,27.199999999999996,0.7050000000000001,1.0,78.84000000000002,1.0,0.753,82.09,27.825000000000003,1
256,28.6,0.6780000000000002,0.9,80.48000000000002,1.0,0.753,82.09,27.825000000000003,0
257,28.5,0.7509999999999998,0.7,79.97999999999999,0.8,0.7400000000000001,84.89999999999999,27.979999999999997,0
258,26.78,0.7557142857142856,1.0,80.92857142857143,0.9,0.75,81.0,27.93,0
259,27.199999999999996,0.7180000000000001,1.0,83.29999999999998,0.9,0.75,81.0,27.93,0
260,28.0,0.744,0.9,82.79999999999998,0.5,0.75,84.39999999999999,27.880000000000003,1
261,28.0,0.744,0.9,82.79999999999998,0.5,0.75,84.39999999999999,27.880000000000003,1
262,27.800000000000004,0.7570000000000001,0.7,77.47,0.8,0.7800000000000001,89.0,28.344444444444445,1
263,27.800000000000004,0.7570000000000001,0.7,77.47,0.8,0.7800000000000001,89.0,28.344444444444445,0
264,26.6,0.717,0.7,77.48000000000002,0.8,0.71,87.39999999999999,27.685714285714287,1
265,28.6,0.8070000000000002,1.0,84.72,0.7,0.6899999999999998,78.79999999999998,28.240000000000002,0
266,28.6,0.8070000000000002,1.0,84.72,0.7,0.6899999999999998,78.79999999999998,28.240000000000002,1
267,28.6,0.8070000000000002,1.0,84.72,0.7,0.6899999999999998,78.79999999999998,28.240000000000002,1
