,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y,Current_Year_x.1,Sprint_x.1,Current_Year_y.1,Sprint_y.1,Current_Year_x.2,Sprint_x.2,Current_Year_y.2,Sprint_y.2,Current_Year_x,Sprint_x,Current_Year_y,Sprint_y
260,260,260,260,260,260,260,260,2B,3B,Stolen Base 3B,542932,Jon Berti,664285,Framber Valdez,650559,Bryan De La Cruz,L,Martín Maldonado,455117,1,0,3,False,2023-08-14,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
261,261,261,261,261,261,261,261,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,606160,Rafael Montero,592273,Brandon Drury,R,Martín Maldonado,455117,1,2,9,True,2023-08-13,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
262,262,262,262,262,262,262,262,1B,2B,Stolen Base 2B,624428,Adam Frazier,606160,Rafael Montero,676059,Jordan Westburg,R,Martín Maldonado,455117,2,3,6,False,2023-08-09,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
263,263,263,263,263,263,263,263,1B,2B,Stolen Base 2B,656185,Greg Allen,608665,Kendall Graveman,518934,DJ LeMahieu,R,Martín Maldonado,455117,3,1,8,False,2023-08-05,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
264,264,264,264,264,264,264,264,1B,2B,Stolen Base 2B,664056,Harrison Bader,608665,Kendall Graveman,683011,Anthony Volpe,R,Martín Maldonado,455117,4,3,6,False,2023-08-03,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
265,265,265,265,265,265,265,265,1B,,Caught Stealing 2B,623912,Harold Ramírez,656232,Brandon Bielak,642350,Jose Siri,R,Martín Maldonado,455117,0,6,5,True,2023-07-30,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
266,266,266,266,266,266,266,266,1B,2B,Stolen Base 2B,668227,Randy Arozarena,664299,Cristian Javier,664040,Brandon Lowe,R,Martín Maldonado,455117,1,3,4,True,2023-07-28,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
267,267,267,267,267,267,267,267,1B,2B,Stolen Base 2B,664040,Brandon Lowe,664299,Cristian Javier,670623,Isaac Paredes,R,Martín Maldonado,455117,3,3,6,True,2023-07-28,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
268,268,268,268,268,268,268,268,1B,2B,Stolen Base 2B,677649,Ezequiel Duran,656232,Brandon Bielak,543543,Brad Miller,R,Martín Maldonado,455117,4,5,3,True,2023-07-24,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
269,269,269,269,269,269,269,269,1B,,Caught Stealing 2B,543760,Marcus Semien,656232,Brandon Bielak,608671,Travis Jankowski,R,Martín Maldonado,455117,4,6,4,True,2023-07-24,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
270,270,270,270,270,270,270,270,1B,,Caught Stealing 2B,680869,Zack Gelof,664299,Cristian Javier,668709,JJ Bleday,R,Martín Maldonado,455117,0,0,4,False,2023-07-22,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
271,271,271,271,271,271,271,271,1B,2B,Stolen Base 2B,607054,Jace Peterson,664208,Phil Maton,691016,Tyler Soderstrom,R,Martín Maldonado,455117,2,1,6,False,2023-07-22,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
272,272,272,272,272,272,272,272,1B,2B,Stolen Base 2B,643393,Tony Kemp,664285,Framber Valdez,680869,Zack Gelof,L,Martín Maldonado,455117,0,3,3,False,2023-07-21,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
273,273,273,273,273,273,273,273,1B,,Caught Stealing 2B,669911,Michael Toglia,656232,Brandon Bielak,605612,Harold Castro,R,Martín Maldonado,455117,0,1,5,False,2023-07-19,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
274,274,274,274,274,274,274,274,1B,2B,Stolen Base 2B,623205,Andrew Velazquez,650556,Bryan Abreu,687263,Zach Neto,R,Martín Maldonado,455117,5,7,8,False,2023-07-14,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
275,275,275,275,275,275,275,275,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,656232,Brandon Bielak,664034,Ty France,R,Martín Maldonado,455117,0,0,4,True,2023-07-09,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
276,276,276,276,276,276,276,276,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,650556,Bryan Abreu,664034,Ty France,R,Martín Maldonado,455117,1,3,8,True,2023-07-09,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
277,277,277,277,277,277,277,277,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
278,278,278,278,278,278,278,278,2B,3B,Stolen Base 3B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
279,279,279,279,279,279,279,279,2B,3B,Stolen Base 3B,606192,Teoscar Hernández,664285,Framber Valdez,676609,José Caballero,L,Martín Maldonado,455117,2,2,4,True,2023-07-08,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
280,280,280,280,280,280,280,280,1B,2B,Stolen Base 2B,543760,Marcus Semien,664299,Cristian Javier,608369,Corey Seager,R,Martín Maldonado,455117,2,6,3,False,2023-07-03,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
281,281,281,281,281,281,281,281,1B,2B,Stolen Base 2B,543760,Marcus Semien,686613,Hunter Brown,608369,Corey Seager,R,Martín Maldonado,455117,0,0,1,False,2023-07-01,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
282,282,282,282,282,282,282,282,1B,2B,Stolen Base 2B,608671,Travis Jankowski,686613,Hunter Brown,543760,Marcus Semien,R,Martín Maldonado,455117,3,0,4,False,2023-07-01,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
283,283,283,283,283,283,283,283,1B,2B,Stolen Base 2B,608671,Travis Jankowski,661527,Seth Martinez,665750,Leody Taveras,R,Martín Maldonado,455117,3,0,6,False,2023-07-01,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
284,284,284,284,284,284,284,284,1B,2B,Stolen Base 2B,665750,Leody Taveras,606160,Rafael Montero,543760,Marcus Semien,R,Martín Maldonado,455117,4,0,8,False,2023-07-01,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
285,285,285,285,285,285,285,285,3B,,Caught Stealing Home,657557,Paul DeJong,661527,Seth Martinez,666185,Dylan Carlson,R,Martín Maldonado,455117,7,5,7,False,2023-06-28,Caught,Home,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
286,286,286,286,286,286,286,286,1B,2B,Stolen Base 2B,605141,Mookie Betts,606160,Rafael Montero,518692,Freddie Freeman,R,Martín Maldonado,455117,2,4,8,False,2023-06-25,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
287,287,287,287,287,287,287,287,1B,2B,Stolen Base 2B,676356,Jonny DeLuca,593576,Héctor Neris,444482,David Peralta,R,Martín Maldonado,455117,4,4,8,False,2023-06-25,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
288,288,288,288,288,288,288,288,1B,2B,Stolen Base 2B,681546,James Outman,641585,J.P. France,500743,Miguel Rojas,R,Martín Maldonado,455117,2,2,4,False,2023-06-23,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
289,289,289,289,289,289,289,289,1B,2B,Stolen Base 2B,502054,Tommy Pham,664299,Cristian Javier,596129,Daniel Vogelbach,R,Martín Maldonado,455117,2,4,3,True,2023-06-21,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
290,290,290,290,290,290,290,290,1B,2B,Stolen Base 2B,516782,Starling Marte,661527,Seth Martinez,596019,Francisco Lindor,R,Martín Maldonado,455117,6,4,4,True,2023-06-21,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
291,291,291,291,291,291,291,291,1B,2B,Stolen Base 2B,502054,Tommy Pham,606160,Rafael Montero,596129,Daniel Vogelbach,R,Martín Maldonado,455117,9,8,6,True,2023-06-21,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
292,292,292,292,292,292,292,292,1B,2B,Stolen Base 2B,596019,Francisco Lindor,650556,Bryan Abreu,624413,Pete Alonso,R,Martín Maldonado,455117,10,8,8,True,2023-06-21,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
293,293,293,293,293,293,293,293,1B,2B,Stolen Base 2B,643446,Jeff McNeil,686613,Hunter Brown,683146,Brett Baty,R,Martín Maldonado,455117,0,6,6,True,2023-06-19,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
294,294,294,294,294,294,294,294,1B,2B,Stolen Base 2B,680574,Matt McLain,641585,J.P. France,663697,Jonathan India,R,Martín Maldonado,455117,0,0,4,True,2023-06-16,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
295,295,295,295,295,295,295,295,2B,3B,Stolen Base 3B,668715,Spencer Steer,606160,Rafael Montero,686759,TJ Hopkins,R,Martín Maldonado,455117,0,2,9,True,2023-06-16,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
296,296,296,296,296,296,296,296,1B,,Caught Stealing 2B,572816,Corey Dickerson,664299,Cristian Javier,660688,Keibert Ruiz,R,Martín Maldonado,455117,0,0,2,True,2023-06-15,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
297,297,297,297,297,297,297,297,1B,2B,Stolen Base 2B,600869,Jeimer Candelario,593576,Héctor Neris,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,8,True,2023-06-15,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
298,298,298,298,298,298,298,298,1B,,Caught Stealing 2B,600869,Jeimer Candelario,686613,Hunter Brown,572816,Corey Dickerson,R,Martín Maldonado,455117,0,0,4,True,2023-06-13,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
299,299,299,299,299,299,299,299,1B,2B,Stolen Base 2B,680757,Steven Kwan,641585,J.P. France,642708,Amed Rosario,R,Martín Maldonado,455117,1,5,7,False,2023-06-10,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
300,300,300,300,300,300,300,300,2B,,Caught Stealing 3B,593160,Whit Merrifield,606160,Rafael Montero,662139,Daulton Varsho,R,Martín Maldonado,455117,5,1,8,False,2023-06-06,Caught,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
301,301,301,301,301,301,301,301,2B,3B,Stolen Base 3B,657656,Ramón Laureano,664285,Framber Valdez,649557,Aledmys Díaz,L,Martín Maldonado,455117,1,2,2,False,2023-05-27,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
302,302,302,302,302,302,302,302,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,686613,Hunter Brown,676116,Ryan Noda,R,Martín Maldonado,455117,0,0,1,False,2023-05-26,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
303,303,303,303,303,303,303,303,2B,3B,Stolen Base 3B,665923,Esteury Ruiz,664285,Framber Valdez,667670,Brent Rooker,L,Martín Maldonado,455117,1,0,6,True,2023-05-21,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
304,304,304,304,304,304,304,304,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,686613,Hunter Brown,676116,Ryan Noda,R,Martín Maldonado,455117,2,2,6,True,2023-05-20,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
305,305,305,305,305,305,305,305,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,593576,Héctor Neris,676116,Ryan Noda,R,Martín Maldonado,455117,2,2,8,True,2023-05-20,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
306,306,306,306,306,306,306,306,1B,2B,Stolen Base 2B,665923,Esteury Ruiz,656232,Brandon Bielak,667670,Brent Rooker,R,Martín Maldonado,455117,1,0,3,True,2023-05-19,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
307,307,307,307,307,307,307,307,1B,,Caught Stealing 2B,672478,Jordan Diaz,606160,Rafael Montero,676116,Ryan Noda,R,Martín Maldonado,455117,4,1,7,True,2023-05-19,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
308,308,308,308,308,308,308,308,1B,2B,Stolen Base 2B,676116,Ryan Noda,606160,Rafael Montero,667670,Brent Rooker,R,Martín Maldonado,455117,4,1,7,True,2023-05-19,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
309,309,309,309,309,309,309,309,1B,2B,Stolen Base 2B,621020,Dansby Swanson,664285,Framber Valdez,664023,Ian Happ,L,Martín Maldonado,455117,4,4,4,True,2023-05-15,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
310,310,310,310,310,310,310,310,2B,3B,Stolen Base 3B,596103,Austin Slater,664285,Framber Valdez,642731,Thairo Estrada,L,Martín Maldonado,455117,0,1,6,True,2023-05-03,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
311,311,311,311,311,311,311,311,1B,2B,Stolen Base 2B,592663,J.T. Realmuto,664299,Cristian Javier,664761,Alec Bohm,R,Martín Maldonado,455117,0,0,2,True,2023-04-29,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
312,312,312,312,312,312,312,312,1B,2B,Stolen Base 2B,677551,Wander Franco,664353,José Urquidy,668227,Randy Arozarena,R,Martín Maldonado,455117,1,2,1,False,2023-04-24,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
313,313,313,313,313,313,313,313,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,664285,Framber Valdez,621566,Matt Olson,L,Martín Maldonado,455117,0,0,1,False,2023-04-22,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
314,314,314,314,314,314,314,314,2B,3B,Stolen Base 3B,660670,Ronald Acuña Jr.,664285,Framber Valdez,669221,Sean Murphy,L,Martín Maldonado,455117,0,0,1,False,2023-04-22,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
315,315,315,315,315,315,315,315,1B,2B,Stolen Base 2B,660670,Ronald Acuña Jr.,664285,Framber Valdez,621566,Matt Olson,L,Martín Maldonado,455117,3,4,7,False,2023-04-22,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
316,316,316,316,316,316,316,316,1B,,Caught Stealing 2B,593160,Whit Merrifield,677651,Luis Garcia,595281,Kevin Kiermaier,R,Martín Maldonado,455117,2,0,5,True,2023-04-19,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
317,317,317,317,317,317,317,317,1B,,Caught Stealing 2B,666182,Bo Bichette,664353,José Urquidy,662139,Daulton Varsho,R,Martín Maldonado,455117,0,0,1,True,2023-04-18,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
318,318,318,318,318,318,318,318,1B,2B,Stolen Base 2B,693049,Oscar Colás,661527,Seth Martinez,462101,Elvis Andrus,R,Martín Maldonado,455117,1,3,8,True,2023-04-02,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
319,319,319,319,319,319,319,319,1B,2B,Stolen Base 2B,666971,Lourdes Gurriel Jr.,434378,Justin Verlander,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,4,False,2023-09-30,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
320,320,320,320,320,320,320,320,1B,,Caught Stealing 2B,664983,Jake McCarthy,650556,Bryan Abreu,672515,Gabriel Moreno,R,Martín Maldonado,455117,0,1,9,False,2023-09-30,Caught,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
321,321,321,321,321,321,321,321,1B,2B,Stolen Base 2B,607054,Jace Peterson,664353,José Urquidy,672695,Geraldo Perdomo,R,Martín Maldonado,455117,0,0,2,False,2023-09-29,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
322,322,322,322,322,322,322,322,2B,3B,Stolen Base 3B,682998,Corbin Carroll,664353,José Urquidy,572233,Christian Walker,R,Martín Maldonado,455117,0,0,3,False,2023-09-29,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
323,323,323,323,323,323,323,323,2B,3B,Stolen Base 3B,682998,Corbin Carroll,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
324,324,324,324,324,324,324,324,1B,2B,Stolen Base 2B,606466,Ketel Marte,593576,Héctor Neris,502054,Tommy Pham,R,Martín Maldonado,455117,0,2,8,False,2023-09-29,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
325,325,325,325,325,325,325,325,2B,3B,Stolen Base 3B,677594,Julio Rodríguez,664285,Framber Valdez,606192,Teoscar Hernández,L,Martín Maldonado,455117,1,0,1,False,2023-09-27,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
326,326,326,326,326,326,326,326,1B,2B,Stolen Base 2B,664059,Sam Haggerty,664285,Framber Valdez,676609,José Caballero,L,Martín Maldonado,455117,1,0,2,False,2023-09-27,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
327,327,327,327,327,327,327,327,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,686681,Michael Massey,R,Martín Maldonado,455117,0,0,1,False,2023-09-15,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
328,328,328,328,328,328,328,328,1B,2B,Stolen Base 2B,677951,Bobby Witt Jr.,664299,Cristian Javier,521692,Salvador Perez,R,Martín Maldonado,455117,1,0,3,False,2023-09-15,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
329,329,329,329,329,329,329,329,1B,2B,Stolen Base 2B,667670,Brent Rooker,664285,Framber Valdez,672478,Jordan Diaz,L,Martín Maldonado,455117,0,1,4,True,2023-09-11,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
330,330,330,330,330,330,330,330,2B,3B,Stolen Base 3B,593428,Xander Bogaerts,664299,Cristian Javier,676946,Matthew Batten,R,Martín Maldonado,455117,0,0,2,True,2023-09-09,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
331,331,331,331,331,331,331,331,1B,2B,Stolen Base 2B,676946,Matthew Batten,664299,Cristian Javier,663757,Trent Grisham,R,Martín Maldonado,455117,1,4,4,True,2023-09-09,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
332,332,332,332,332,332,332,332,1B,2B,Stolen Base 2B,663757,Trent Grisham,686613,Hunter Brown,673490,Ha-Seong Kim,R,Martín Maldonado,455117,1,4,2,True,2023-09-08,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
333,333,333,333,333,333,333,333,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,686613,Hunter Brown,665487,Fernando Tatis Jr.,R,Martín Maldonado,455117,1,5,5,True,2023-09-08,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
334,334,334,334,334,334,334,334,1B,2B,Stolen Base 2B,673490,Ha-Seong Kim,664353,José Urquidy,665742,Juan Soto,R,Martín Maldonado,455117,2,6,7,True,2023-09-08,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
335,335,335,335,335,335,335,335,2B,3B,Stolen Base 3B,673490,Ha-Seong Kim,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,3B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
336,336,336,336,336,336,336,336,1B,2B,Stolen Base 2B,665742,Juan Soto,664353,José Urquidy,592518,Manny Machado,R,Martín Maldonado,455117,2,8,7,True,2023-09-08,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
337,337,337,337,337,337,337,337,1B,2B,Stolen Base 2B,608671,Travis Jankowski,434378,Justin Verlander,665750,Leody Taveras,R,Martín Maldonado,455117,1,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
338,338,338,338,338,338,338,338,1B,2B,Stolen Base 2B,543760,Marcus Semien,434378,Justin Verlander,663993,Nathaniel Lowe,R,Martín Maldonado,455117,2,8,5,False,2023-09-06,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
339,339,339,339,339,339,339,339,1B,2B,Stolen Base 2B,643396,Isiah Kiner-Falefa,669270,Joel Kuhnel,669224,Austin Wells,R,Martín Maldonado,455117,2,6,9,True,2023-09-01,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
340,340,340,340,340,340,340,340,1B,2B,Stolen Base 2B,668670,Jake Rogers,664285,Framber Valdez,682985,Riley Greene,L,Martín Maldonado,455117,0,0,2,False,2023-08-25,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
341,341,341,341,341,341,341,341,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,664285,Framber Valdez,553993,Eugenio Suárez,L,Martín Maldonado,455117,0,1,1,True,2023-08-19,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
342,342,342,342,342,342,342,342,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,687799,Cade Marlowe,L,Martín Maldonado,455117,2,6,5,True,2023-08-19,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
343,343,343,343,343,343,343,343,1B,2B,Stolen Base 2B,677594,Julio Rodríguez,641585,J.P. France,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,0,1,True,2023-08-18,Stolen,2B,2023,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7,2024,29.7
